,resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,time,milliseconds,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit,circuitRef
21962,11972,497,202,6,18,9,0.0,73,,,,,,12,pironi,1952-03-26,ferrari,+2 Laps,34.0,,las_vegas
21963,11973,497,177,56,20,10,0.0,73,,,,,,12,keke_rosberg,1948-12-06,fittipaldi,+2 Laps,0.0,,las_vegas
21964,11974,497,119,21,11,11,0.0,71,,,,,,14,patrese,1954-04-17,arrows,+4 Laps,10.0,,las_vegas
21965,11975,497,110,1,14,12,0.0,69,,,,,,16,cesaris,1959-05-31,mclaren,+6 Laps,28.0,,las_vegas
21966,11976,497,105,25,17,13,0.0,67,,,,,,5,alboreto,1956-12-23,tyrrell,Engine,10.0,,las_vegas
21967,11977,497,194,57,24,14,0.0,61,,,,,,62,salazar,1954-11-14,ensign,Not classified,5.0,,las_vegas
21968,11978,497,118,53,22,15,0.0,43,,,,,,6,warwick,1954-08-27,toleman,Gearbox,0.0,,las_vegas
21969,11979,497,207,51,10,16,0.0,29,,,,,,22,mario_andretti,1940-02-28,alfa,Suspension,10.0,,las_vegas
21970,11980,497,203,6,3,17,0.0,22,,,,,,2,gilles_villeneuve,1950-01-18,ferrari,Disqualified,34.0,,las_vegas
21971,11981,497,212,34,16,18,0.0,20,,,,,,37,rebaque,1956-02-05,brabham,Throttle,61.0,,las_vegas
21972,11982,497,176,55,23,19,0.0,19,,,,,,22,surer,1951-09-18,theodore,Suspension,1.0,,las_vegas
21973,11983,497,158,25,19,20,0.0,10,,,,,,5,cheever,1958-01-10,tyrrell,Engine,10.0,,las_vegas
21974,11984,497,163,4,13,21,0.0,10,,,,,,10,arnoux,1948-07-04,renault,Electrical,54.0,,las_vegas
21975,11985,497,175,27,7,22,0.0,2,,,,,,3,tambay,1949-06-25,ligier,Accident,44.0,,las_vegas
21976,11986,497,173,32,15,23,0.0,2,,,,,,47,angelis,1958-03-26,team_lotus,Water leak,22.0,,las_vegas
21977,11987,497,197,45,21,24,0.0,0,,,,,,7,jarier,1946-07-10,osella,Transmission,0.0,,las_vegas
21978,11988,497,201,54,0,25,0.0,0,,,,,,81,borgudd,1946-11-25,ats,Did not qualify,1.0,,las_vegas
21979,11989,497,192,56,0,26,0.0,0,,,,,,81,serra,1957-02-03,fittipaldi,Did not qualify,0.0,,las_vegas
21980,11990,497,206,37,0,27,0.0,0,,,,,,81,daly,1953-03-11,march,Did not qualify,0.0,,las_vegas
21981,11991,497,198,21,0,28,0.0,0,,,,,,81,villeneuve_sr,1953-11-04,arrows,Did not qualify,10.0,,las_vegas
21982,11992,497,205,53,0,29,0.0,0,,,,,,81,henton,1946-09-19,toleman,Did not qualify,0.0,,las_vegas
21983,11993,497,213,45,0,30,0.0,0,,,,,,81,gabbiani,1957-01-02,osella,Did not qualify,0.0,,las_vegas
21984,11727,489,203,6,7,1,9.0,80,0.0,6395010.0,,,,1,gilles_villeneuve,1950-01-18,ferrari,Finished,26.0,,jarama
21985,11728,489,172,27,1,2,6.0,80,0.22,6395230.0,,,,1,laffite,1943-11-21,ligier,Finished,17.0,,jarama
21986,11729,489,187,1,4,3,4.0,80,0.58,6395590.0,,,,1,watson,1946-05-04,mclaren,Finished,5.0,,jarama
21987,11730,489,199,3,3,4,3.0,80,1.01,6396020.0,,,,1,reutemann,1942-04-12,williams,Finished,61.0,,jarama
21988,11731,489,173,32,10,5,2.0,80,1.24,6396250.0,,,,1,angelis,1958-03-26,team_lotus,Finished,12.0,,jarama
21989,11732,489,95,32,11,6,1.0,80,28.58,6423590.0,,,,1,mansell,1953-08-08,team_lotus,Finished,12.0,,jarama
21990,11733,489,178,3,2,7,0.0,80,56.58,6451590.0,,,,1,jones,1946-11-02,williams,Finished,61.0,,jarama
21991,11734,489,207,51,8,8,0.0,80,,6455810.0,,,,1,mario_andretti,1940-02-28,alfa,Finished,3.0,,jarama
21992,11735,489,163,4,17,9,0.0,80,,6462090.0,,,,1,arnoux,1948-07-04,renault,Finished,6.0,,jarama
21993,11736,489,152,51,6,10,0.0,80,,6468660.0,,,,1,giacomelli,1952-09-10,alfa,Finished,3.0,,jarama
21994,11737,489,192,56,21,11,0.0,79,,,,,,11,serra,1957-02-03,fittipaldi,+1 Lap,0.0,,jarama
21995,11738,489,177,56,15,12,0.0,78,,,,,,12,keke_rosberg,1948-12-06,fittipaldi,+2 Laps,0.0,,jarama
21996,11739,489,175,55,16,13,0.0,78,,,,,,12,tambay,1949-06-25,theodore,+2 Laps,1.0,,jarama
21997,11740,489,194,57,24,14,0.0,77,,,,,,13,salazar,1954-11-14,ensign,+3 Laps,4.0,,jarama
21998,11741,489,202,6,13,15,0.0,76,,,,,,14,pironi,1952-03-26,ferrari,+4 Laps,26.0,,jarama
21999,11742,489,206,37,22,16,0.0,75,,,,,,15,daly,1953-03-11,march,+5 Laps,0.0,,jarama
22000,11743,489,158,25,20,17,0.0,62,,,,,,62,cheever,1958-01-10,tyrrell,Not classified,5.0,,jarama
22001,11744,489,219,27,19,18,0.0,51,,,,,,23,jabouille,1942-10-01,ligier,Brakes,17.0,,jarama
22002,11745,489,212,34,18,19,0.0,46,,,,,,6,rebaque,1956-02-05,brabham,Gearbox,25.0,,jarama
22003,11746,489,216,21,23,20,0.0,43,,,,,,80,stohr,1952-10-10,arrows,Ignition,10.0,,jarama
22004,11747,489,137,34,9,21,0.0,43,,,,,,3,piquet,1952-08-17,brabham,Accident,25.0,,jarama
22005,11748,489,117,4,5,22,0.0,28,,,,,,20,prost,1955-02-24,renault,Spun off,6.0,,jarama
22006,11749,489,119,21,12,23,0.0,21,,,,,,23,patrese,1954-04-17,arrows,Brakes,10.0,,jarama
22007,11750,489,110,1,14,24,0.0,9,,,,,,3,cesaris,1959-05-31,mclaren,Accident,5.0,,jarama
22008,11751,489,105,25,0,25,0.0,0,,,,,,81,alboreto,1956-12-23,tyrrell,Did not qualify,5.0,,jarama
22009,11752,489,213,45,0,26,0.0,0,,,,,,81,gabbiani,1957-01-02,osella,Did not qualify,0.0,,jarama
22010,11753,489,201,54,0,27,0.0,0,,,,,,81,borgudd,1946-11-25,ats,Did not qualify,0.0,,jarama
22011,11754,489,205,53,0,28,0.0,0,,,,,,81,henton,1946-09-19,toleman,Did not qualify,0.0,,jarama
22012,11755,489,118,53,0,29,0.0,0,,,,,,81,warwick,1954-08-27,toleman,Did not qualify,0.0,,jarama
22013,11756,489,220,45,0,30,0.0,0,,,,,,81,francia,1947-11-08,osella,Did not qualify,0.0,,jarama
22014,12481,516,221,27,2,1,9.0,75,0.0,5951840.0,,,,1,depailler,1944-08-09,ligier,Finished,38.0,,jarama
22015,12482,516,199,32,8,2,6.0,75,20.94,5972780.0,,,,1,reutemann,1942-04-12,team_lotus,Finished,30.0,,jarama
22016,12483,516,207,32,4,3,4.0,75,27.31,5979150.0,,,,1,mario_andretti,1940-02-28,team_lotus,Finished,30.0,,jarama
22017,12484,516,222,6,5,4,3.0,75,28.68,5980520.0,,,,1,scheckter,1950-01-29,ferrari,Finished,36.0,,jarama
22018,12485,516,197,25,12,5,2.0,75,30.39,5982230.0,,,,1,jarier,1946-07-10,tyrrell,Finished,11.0,,jarama
22019,12486,516,202,25,10,6,1.0,75,48.43,6000270.0,,,,1,pironi,1952-03-26,tyrrell,Finished,11.0,,jarama
22020,12487,516,203,6,3,7,0.0,75,52.31,6004150.0,,,,1,gilles_villeneuve,1950-01-18,ferrari,Finished,36.0,,jarama
22021,12488,516,200,21,17,8,0.0,75,,6026680.0,,,,1,mass,1946-09-30,arrows,Finished,0.0,,jarama
22022,12489,516,163,4,11,9,0.0,74,,,,,,11,arnoux,1948-07-04,renault,+1 Lap,0.0,,jarama
22023,12490,516,119,21,16,10,0.0,74,,,,,,11,patrese,1954-04-17,arrows,+1 Lap,0.0,,jarama
22024,12491,516,224,56,19,11,0.0,74,,,,,,11,emerson_fittipaldi,1946-12-12,fittipaldi,+1 Lap,1.0,,jarama
22025,12492,516,136,58,24,12,0.0,73,,,,,,12,lammers,1956-06-02,shadow,+2 Laps,0.0,,jarama
22026,12493,516,175,1,20,13,0.0,72,,,,,,13,tambay,1949-06-25,mclaren,+3 Laps,4.0,,jarama
22027,12494,516,233,54,21,14,0.0,69,,,,,,16,stuck,1951-01-01,ats,+6 Laps,0.0,,jarama
22028,12495,516,182,204,6,15,0.0,63,,,,,,47,lauda,1949-02-22,brabham-alfa_romeo,Water leak,1.0,,jarama
22029,12496,516,212,32,23,16,0.0,58,,,,,,5,rebaque,1956-02-05,team_lotus,Engine,30.0,,jarama
22030,12497,516,178,3,13,17,0.0,54,,,,,,6,jones,1946-11-02,williams,Gearbox,4.0,,jarama
22031,12498,516,173,58,22,18,0.0,52,,,,,,5,angelis,1958-03-26,shadow,Engine,0.0,,jarama
22032,12499,516,223,3,14,19,0.0,32,,,,,,5,regazzoni,1939-09-05,williams,Engine,4.0,,jarama
22033,12500,516,231,59,15,20,0.0,26,,,,,,23,hunt,1947-08-29,wolf,Brakes,0.0,,jarama
22034,12501,516,219,4,9,21,0.0,21,,,,,,101,jabouille,1942-10-01,renault,Turbo,0.0,,jarama
22035,12502,516,187,1,18,22,0.0,21,,,,,,5,watson,1946-05-04,mclaren,Engine,4.0,,jarama
22036,12503,516,172,27,1,23,0.0,15,,,,,,5,laffite,1943-11-21,ligier,Engine,38.0,,jarama
22037,12504,516,137,204,7,24,0.0,15,,,,,,98,piquet,1952-08-17,brabham-alfa_romeo,Injection,1.0,,jarama
22038,12505,516,206,57,0,25,0.0,0,,,,,,81,daly,1953-03-11,ensign,Did not qualify,0.0,,jarama
22039,12506,516,232,60,0,26,0.0,0,,,,,,81,merzario,1943-03-11,merzario,Did not qualify,0.0,,jarama
22040,12507,516,234,61,0,27,0.0,0,,,,,,81,brancatelli,1950-01-18,kauhsen,Did not qualify,0.0,,jarama
22041,12955,533,207,32,1,1,9.0,75,0.0,6107060.0,,,,1,mario_andretti,1940-02-28,team_lotus,Finished,45.0,,jarama
22042,12956,533,238,32,2,2,6.0,75,19.56,6126620.0,,,,1,peterson,1944-02-14,team_lotus,Finished,45.0,,jarama
22043,12957,533,172,27,10,3,4.0,75,37.24,6144300.0,,,,1,laffite,1943-11-21,ligier,Finished,10.0,,jarama
22044,12958,533,222,59,9,4,3.0,75,,6167120.0,,,,1,scheckter,1950-01-29,wolf,Finished,7.0,,jarama
22045,12959,533,187,34,7,5,2.0,75,,6172990.0,,,,1,watson,1946-05-04,brabham,Finished,22.0,,jarama
22046,12960,533,231,1,4,6,1.0,74,,,,,,11,hunt,1947-08-29,mclaren,+1 Lap,4.0,,jarama
22047,12961,533,230,63,16,7,0.0,74,,,,,,11,brambilla,1937-11-11,surtees,+1 Lap,0.0,,jarama
22048,12962,533,178,3,18,8,0.0,74,,,,,,11,jones,1946-11-02,williams,+1 Lap,3.0,,jarama
22049,12963,533,200,54,17,9,0.0,74,,,,,,11,mass,1946-09-30,ats,+1 Lap,0.0,,jarama
22050,12964,533,203,6,5,10,0.0,74,,,,,,11,gilles_villeneuve,1950-01-18,ferrari,+1 Lap,22.0,,jarama
22051,12965,533,211,63,23,11,0.0,73,,,,,,12,keegan,1955-02-26,surtees,+2 Laps,0.0,,jarama
22052,12966,533,202,25,13,12,0.0,71,,,,,,14,pironi,1952-03-26,tyrrell,+4 Laps,25.0,,jarama
22053,12967,533,219,4,11,13,0.0,71,,,,,,14,jabouille,1942-10-01,renault,+4 Laps,0.0,,jarama
22054,12968,533,243,21,19,14,0.0,71,,,,,,14,stommelen,1943-07-11,arrows,+4 Laps,2.0,,jarama
22055,12969,533,223,58,22,15,0.0,67,,,,,,106,regazzoni,1939-09-05,shadow,Fuel pipe,2.0,,jarama
22056,12970,533,235,57,21,16,0.0,64,,,,,,5,ickx,1945-01-01,ensign,Engine,0.0,,jarama
22057,12971,533,224,56,15,17,0.0,62,,,,,,37,emerson_fittipaldi,1946-12-12,fittipaldi,Throttle,6.0,,jarama
22058,12972,533,199,6,3,18,0.0,57,,,,,,3,reutemann,1942-04-12,ferrari,Accident,22.0,,jarama
22059,12973,533,182,34,6,19,0.0,56,,,,,,5,lauda,1949-02-22,brabham,Engine,22.0,,jarama
22060,12974,533,221,25,12,20,0.0,51,,,,,,5,depailler,1944-08-09,tyrrell,Engine,25.0,,jarama
22061,12975,533,233,58,24,21,0.0,45,,,,,,22,stuck,1951-01-01,shadow,Suspension,2.0,,jarama
22062,12976,533,119,21,8,22,0.0,21,,,,,,5,patrese,1954-04-17,arrows,Engine,2.0,,jarama
22063,12977,533,212,32,20,23,0.0,21,,,,,,43,rebaque,1956-02-05,team_lotus,Exhaust,45.0,,jarama
22064,12978,533,175,1,14,24,0.0,16,,,,,,20,tambay,1949-06-25,mclaren,Spun off,4.0,,jarama
22065,12979,533,232,60,0,25,0.0,0,,,,,,81,merzario,1943-03-11,merzario,Did not qualify,0.0,,jarama
22066,12980,533,239,1,0,26,0.0,0,,,,,,81,lunger,1945-11-14,mclaren,Did not qualify,4.0,,jarama
22067,12981,533,208,1,0,27,0.0,0,,,,,,81,villota,1946-07-26,mclaren,Did not qualify,4.0,,jarama
22068,12982,533,244,54,0,28,0.0,0,,,,,,81,colombo,1946-02-23,ats,Did not qualify,0.0,,jarama
22069,12983,533,177,55,0,29,0.0,0,,,,,,97,keke_rosberg,1948-12-06,theodore,Did not prequalify,0.0,,jarama
22070,13339,547,207,32,1,1,9.0,75,0.0,6172220.0,,,,1,mario_andretti,1940-02-28,team_lotus,Finished,22.0,,jarama
22071,13340,547,199,6,4,2,6.0,75,15.85,6188070.0,,,,1,reutemann,1942-04-12,ferrari,Finished,34.0,,jarama
22072,13341,547,222,59,5,3,4.0,75,24.51,6196730.0,,,,1,scheckter,1950-01-29,wolf,Finished,23.0,,jarama
22073,13342,547,200,1,9,4,3.0,75,24.87,6197090.0,,,,1,mass,1946-09-30,mclaren,Finished,12.0,,jarama
22074,13343,547,255,32,12,5,2.0,75,,6238050.0,,,,1,nilsson,1948-11-20,team_lotus,Finished,22.0,,jarama
22075,13344,547,233,34,13,6,1.0,74,,,,,,11,stuck,1951-01-01,brabham,+1 Lap,8.0,,jarama
22076,13345,547,172,27,2,7,0.0,74,,,,,,11,laffite,1943-11-21,ligier,+1 Lap,0.0,,jarama
22077,13346,547,238,25,15,8,0.0,74,,,,,,11,peterson,1944-02-14,tyrrell,+1 Lap,7.0,,jarama
22078,13347,547,246,63,20,9,0.0,73,,,,,,12,binder,1948-06-12,surtees,+2 Laps,0.0,,jarama
22079,13348,547,239,37,28,10,0.0,72,,,,,,13,lunger,1945-11-14,march,+3 Laps,0.0,,jarama
22080,13349,547,251,37,17,11,0.0,72,,,,,,13,ian_scheckter,1947-08-22,march,+3 Laps,0.0,,jarama
22081,13350,547,258,37,22,12,0.0,71,,,,,,14,neve,1949-10-13,march,+4 Laps,0.0,,jarama
22082,13351,547,208,1,23,13,0.0,70,,,,,,15,villota,1946-07-26,mclaren,+5 Laps,12.0,,jarama
22083,13352,547,224,56,19,14,0.0,70,,,,,,15,emerson_fittipaldi,1946-12-12,fittipaldi,+5 Laps,8.0,,jarama
22084,13353,547,187,34,6,15,0.0,64,,,,,,69,watson,1946-05-04,brabham,Fuel system,8.0,,jarama
22085,13354,547,178,58,14,16,0.0,56,,,,,,3,jones,1946-11-02,shadow,Accident,1.0,,jarama
22086,13355,547,211,64,16,17,0.0,32,,,,,,3,keegan,1955-02-26,hesketh,Accident,0.0,,jarama
22087,13356,547,229,64,10,18,0.0,29,,,,,,21,ertl,1948-08-31,hesketh,Radiator,0.0,,jarama
22088,13357,547,254,58,24,19,0.0,25,,,,,,5,zorzi,1946-12-12,shadow,Engine,1.0,,jarama
22089,13358,547,232,37,21,20,0.0,16,,,,,,22,merzario,1943-03-11,march,Suspension,0.0,,jarama
22090,13359,547,221,25,10,21,0.0,12,,,,,,5,depailler,1944-08-09,tyrrell,Engine,7.0,,jarama
22091,13360,547,231,1,7,22,0.0,10,,,,,,5,hunt,1947-08-29,mclaren,Engine,12.0,,jarama
22092,13361,547,223,57,8,23,0.0,9,,,,,,3,regazzoni,1939-09-05,ensign,Accident,1.0,,jarama
22093,13362,547,230,63,11,24,0.0,9,,,,,,3,brambilla,1937-11-11,surtees,Accident,0.0,,jarama
22094,13363,547,182,6,3,25,0.0,0,,,,,,73,lauda,1949-02-22,ferrari,Injured,34.0,,jarama
22095,13364,547,197,67,0,26,0.0,0,,,,,,81,jarier,1946-07-10,penske,Did not qualify,1.0,,jarama
22096,13365,547,237,37,0,27,0.0,0,,,,,,81,ribeiro,1948-11-07,march,Did not qualify,0.0,,jarama
22097,13366,547,257,37,0,28,0.0,0,,,,,,81,hayje,1949-05-03,march,Did not qualify,0.0,,jarama
22098,13367,547,205,37,0,29,0.0,0,,,,,,81,henton,1946-09-19,march,Did not qualify,0.0,,jarama
22099,13368,547,259,68,0,30,0.0,0,,,,,,81,purley,1945-01-26,lec,Did not qualify,0.0,,jarama
22100,13369,547,260,66,0,31,0.0,0,,,,,,81,andersson,1939-12-28,brm,Did not qualify,0.0,,jarama
22101,13802,563,231,1,1,1,9.0,75,0.0,6140430.0,,,,1,hunt,1947-08-29,mclaren,Finished,18.0,,jarama
22102,13803,563,182,6,2,2,6.0,75,30.97,6171400.0,,,,1,lauda,1949-02-22,ferrari,Finished,33.0,,jarama
22103,13804,563,255,32,7,3,4.0,75,48.02,6188450.0,,,,1,nilsson,1948-11-20,team_lotus,Finished,4.0,,jarama
22104,13805,563,199,204,12,4,3.0,74,,,,,,11,reutemann,1942-04-12,brabham-alfa_romeo,+1 Lap,3.0,,jarama
22105,13806,563,278,57,10,5,2.0,74,,,,,,11,amon,1943-07-20,ensign,+1 Lap,2.0,,jarama
22106,13807,563,250,204,11,6,1.0,74,,,,,,11,pace,1944-10-06,brabham-alfa_romeo,+1 Lap,3.0,,jarama
22107,13808,563,235,59,21,7,0.0,74,,,,,,11,ickx,1945-01-01,wolf,+1 Lap,0.0,,jarama
22108,13809,563,252,58,22,8,0.0,74,,,,,,11,pryce,1949-06-11,shadow,+1 Lap,4.0,,jarama
22109,13810,563,178,63,20,9,0.0,74,,,,,,11,jones,1946-11-02,surtees,+1 Lap,0.0,,jarama
22110,13811,563,277,59,23,10,0.0,73,,,,,,12,leclere,1946-03-18,wolf,+2 Laps,0.0,,jarama
22111,13812,563,223,6,5,11,0.0,72,,,,,,13,regazzoni,1939-09-05,ferrari,+3 Laps,33.0,,jarama
22112,13813,563,172,27,8,12,0.0,72,,,,,,13,laffite,1943-11-21,ligier,+3 Laps,3.0,,jarama
22113,13814,563,256,70,24,13,0.0,72,,,,,,13,perkins,1950-03-18,boro,+3 Laps,0.0,,jarama
22114,13815,563,200,1,4,14,0.0,65,,,,,,5,mass,1946-09-30,mclaren,Engine,18.0,,jarama
22115,13816,563,197,58,15,15,0.0,61,,,,,,10,jarier,1946-07-10,shadow,Electrical,4.0,,jarama
22116,13817,563,222,25,14,16,0.0,53,,,,,,5,scheckter,1950-01-29,tyrrell,Engine,13.0,,jarama
22117,13818,563,187,67,13,17,0.0,51,,,,,,5,watson,1946-05-04,penske,Engine,2.0,,jarama
22118,13819,563,232,37,18,18,0.0,36,,,,,,6,merzario,1943-03-11,march,Gearbox,3.0,,jarama
22119,13820,563,207,32,9,19,0.0,34,,,,,,6,mario_andretti,1940-02-28,team_lotus,Gearbox,4.0,,jarama
22120,13821,563,221,25,3,20,0.0,25,,,,,,3,depailler,1944-08-09,tyrrell,Accident,13.0,,jarama
22121,13822,563,230,37,6,21,0.0,21,,,,,,22,brambilla,1937-11-11,march,Suspension,3.0,,jarama
22122,13823,563,233,37,17,22,0.0,16,,,,,,6,stuck,1951-01-01,march,Gearbox,3.0,,jarama
22123,13824,563,238,37,16,23,0.0,11,,,,,,7,peterson,1944-02-14,march,Transmission,3.0,,jarama
22124,13825,563,224,56,19,24,0.0,3,,,,,,7,emerson_fittipaldi,1946-12-12,fittipaldi,Transmission,1.0,,jarama
22125,13826,563,239,63,0,25,0.0,0,,,,,,81,lunger,1945-11-14,surtees,Did not qualify,0.0,,jarama
22126,13827,563,271,182,0,26,0.0,0,,,,,,81,kessel,1950-04-01,brabham-ford,Did not qualify,0.0,,jarama
22127,13828,563,279,3,0,27,0.0,0,,,,,,81,zapico,1944-05-27,williams,Did not qualify,0.0,,jarama
22128,13829,563,208,182,0,28,0.0,0,,,,,,81,villota,1946-07-26,brabham-ford,Did not qualify,0.0,,jarama
22129,13830,563,229,64,0,29,0.0,0,,,,,,81,ertl,1948-08-31,hesketh,Did not qualify,0.0,,jarama
22130,13831,563,253,56,0,30,0.0,0,,,,,,81,hoffmann,1953-02-28,fittipaldi,Did not qualify,1.0,,jarama
22131,14602,593,182,6,1,1,9.0,84,0.0,7229560.0,,,,1,lauda,1949-02-22,ferrari,Finished,21.0,,jarama
22132,14603,593,223,6,3,2,6.0,84,35.61,7265170.0,,,,1,regazzoni,1939-09-05,ferrari,Finished,21.0,,jarama
22133,14604,593,224,1,4,3,4.0,83,,,,,,11,emerson_fittipaldi,1946-12-12,mclaren,+1 Lap,26.0,,jarama
22134,14605,593,233,37,13,4,3.0,82,,,,,,12,stuck,1951-01-01,march,+2 Laps,5.0,,jarama
22135,14606,593,222,25,9,5,2.0,82,,,,,,12,scheckter,1950-01-29,tyrrell,+2 Laps,6.0,,jarama
22136,14607,593,304,1,8,6,1.0,82,,,,,,12,hulme,1936-06-18,mclaren,+2 Laps,26.0,,jarama
22137,14608,593,312,58,21,7,0.0,81,,,,,,13,redman,1937-03-09,shadow,+3 Laps,0.0,,jarama
22138,14609,593,221,25,16,8,0.0,81,,,,,,13,depailler,1944-08-09,tyrrell,+3 Laps,6.0,,jarama
22139,14610,593,305,1,17,9,0.0,81,,,,,,13,hailwood,1940-04-02,mclaren,+3 Laps,26.0,,jarama
22140,14611,593,231,64,10,10,0.0,81,,,,,,13,hunt,1947-08-29,hesketh,+3 Laps,0.0,,jarama
22141,14612,593,187,34,15,11,0.0,80,,,,,,14,watson,1946-05-04,brabham,+4 Laps,9.0,,jarama
22142,14613,593,280,66,20,12,0.0,80,,,,,,14,pescarolo,1942-09-25,brm,+4 Laps,8.0,,jarama
22143,14614,593,250,63,14,13,0.0,78,,,,,,16,pace,1944-10-06,surtees,+6 Laps,3.0,,jarama
22144,14615,593,314,77,25,14,0.0,76,,,,,,20,schenken,1943-09-26,trojan,Spun off,0.0,,jarama
22145,14616,593,197,58,12,15,0.0,73,,,,,,62,jarier,1946-07-10,shadow,Not classified,0.0,,jarama
22146,14617,593,289,26,19,16,0.0,43,,,,,,5,hill,1929-02-15,lola,Engine,0.0,,jarama
22147,14618,593,232,80,7,17,0.0,37,,,,,,3,merzario,1943-03-11,iso_marlboro,Accident,1.0,,jarama
22148,14619,593,200,63,18,18,0.0,35,,,,,,6,mass,1946-09-30,surtees,Gearbox,3.0,,jarama
22149,14620,593,296,66,22,19,0.0,27,,,,,,5,migault,1944-12-04,brm,Engine,8.0,,jarama
22150,14621,593,235,32,5,20,0.0,26,,,,,,23,ickx,1945-01-01,team_lotus,Brakes,4.0,,jarama
22151,14622,593,238,32,2,21,0.0,23,,,,,,5,peterson,1944-02-14,team_lotus,Engine,4.0,,jarama
22152,14623,593,278,78,23,22,0.0,22,,,,,,23,amon,1943-07-20,amon,Brakes,0.0,,jarama
22153,14624,593,313,34,24,23,0.0,14,,,,,,44,opel,1947-10-14,brabham,Oil leak,9.0,,jarama
22154,14625,593,199,34,6,24,0.0,12,,,,,,20,reutemann,1942-04-12,brabham,Spun off,9.0,,jarama
22155,14626,593,306,66,11,25,0.0,2,,,,,,5,beltoise,1937-04-26,brm,Engine,8.0,,jarama
22156,14627,593,265,26,0,26,0.0,0,,,,,,81,edwards,1942-12-30,lola,Did not qualify,0.0,,jarama
22157,14628,593,311,80,0,27,0.0,0,,,,,,81,belso,1942-08-27,iso_marlboro,Did not qualify,1.0,,jarama
22158,15366,622,224,32,3,1,9.0,90,0.0,7421200.0,,,,1,emerson_fittipaldi,1946-12-12,team_lotus,Finished,15.0,,jarama
22159,15367,622,235,6,1,2,6.0,90,18.92,7440120.0,,,,1,ickx,1945-01-01,ferrari,Finished,13.0,,jarama
22160,15368,622,223,6,8,3,4.0,89,,,,,,11,regazzoni,1939-09-05,ferrari,+1 Lap,13.0,,jarama
22161,15369,622,333,63,13,4,3.0,89,,,,,,11,adamich,1941-10-03,surtees,+1 Lap,5.0,,jarama
22162,15370,622,309,1,11,5,2.0,89,,,,,,11,revson,1939-02-27,mclaren,+1 Lap,17.0,,jarama
22163,15371,622,250,37,16,6,1.0,89,,,,,,11,pace,1944-10-06,march,+1 Lap,4.0,,jarama
22164,15372,622,290,34,14,7,0.0,88,,,,,,12,wilson_fittipaldi,1943-12-25,brabham,+2 Laps,1.0,,jarama
22165,15373,622,314,63,18,8,0.0,88,,,,,,12,schenken,1943-09-26,surtees,+2 Laps,5.0,,jarama
22166,15374,622,338,32,24,9,0.0,87,,,,,,13,walker,1941-06-10,team_lotus,+3 Laps,15.0,,jarama
22167,15375,622,289,34,23,10,0.0,86,,,,,,14,hill,1929-02-15,brabham,+4 Laps,1.0,,jarama
22168,15376,622,280,37,19,11,0.0,86,,,,,,14,pescarolo,1942-09-25,march,+4 Laps,4.0,,jarama
22169,15377,622,328,25,4,12,0.0,69,,,,,,3,stewart,1939-06-11,tyrrell,Accident,9.0,,jarama
22170,15378,622,278,82,6,13,0.0,66,,,,,,6,amon,1943-07-20,matra,Gearbox,0.0,,jarama
22171,15379,622,327,25,12,14,0.0,65,,,,,,80,cevert,1944-02-25,tyrrell,Ignition,9.0,,jarama
22172,15380,622,320,66,21,15,0.0,65,,,,,,5,gethin,1940-02-21,brm,Engine,0.0,,jarama
22173,15381,622,304,1,2,16,0.0,48,,,,,,6,hulme,1936-06-18,mclaren,Gearbox,17.0,,jarama
22174,15382,622,307,66,20,17,0.0,38,,,,,,5,ganley,1941-12-24,brm,Engine,0.0,,jarama
22175,15383,622,317,66,10,18,0.0,24,,,,,,3,wisell,1941-09-30,brm,Accident,0.0,,jarama
22176,15384,622,207,6,5,19,0.0,23,,,,,,51,mario_andretti,1940-02-28,ferrari,Oil pressure,13.0,,jarama
22177,15385,622,305,63,15,20,0.0,20,,,,,,10,hailwood,1940-04-02,surtees,Electrical,5.0,,jarama
22178,15386,622,238,37,9,21,0.0,16,,,,,,95,peterson,1944-02-14,march,Fuel leak,4.0,,jarama
22179,15387,622,243,37,17,22,0.0,15,,,,,,3,stommelen,1943-07-11,march,Accident,4.0,,jarama
22180,15388,622,306,66,7,23,0.0,9,,,,,,6,beltoise,1937-04-26,brm,Gearbox,0.0,,jarama
22181,15389,622,182,37,25,24,0.0,7,,,,,,24,lauda,1949-02-22,march,Differential,4.0,,jarama
22182,15390,622,339,66,22,25,0.0,6,,,,,,3,roig,1932-10-29,brm,Accident,0.0,,jarama
22183,15391,622,329,37,0,26,0.0,0,,,,,,81,beuttler,1940-04-13,march,Did not qualify,4.0,,jarama
22184,15912,644,328,37,3,1,9.0,90,0.0,7858200.0,,,,1,stewart,1939-06-11,march,Finished,13.0,,jarama
22185,15913,644,360,187,11,2,6.0,89,,,,,,11,mclaren,1937-08-30,mclaren-ford,+1 Lap,12.0,,jarama
22186,15914,644,207,37,16,3,4.0,89,,,,,,11,mario_andretti,1940-02-28,march,+1 Lap,13.0,,jarama
22187,15915,644,289,32,15,4,3.0,89,,,,,,11,hill,1929-02-15,team_lotus,+1 Lap,5.0,,jarama
22188,15916,644,359,37,14,5,2.0,88,,,,,,12,gavin,1942-01-18,march,+2 Laps,13.0,,jarama
