resultId,raceId,driverId,constructorId,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit
20701,352,9,4,3,\N,19,0.0,2,\N,\N,2,19,2:41.378,129.541,36,kubica,1984-12-07,renault,Wheel,133.0,24428.738095238095
20702,352,807,3,9,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,3,hulkenberg,1987-08-19,williams,Accident,58.0,51561.82006920415
20703,352,13,6,12,\N,21,0.0,0,\N,\N,\N,\N,\N,\N,3,massa,1981-04-25,ferrari,Accident,334.0,48945.787301587305
20704,352,808,4,13,\N,22,0.0,0,\N,\N,\N,\N,\N,\N,3,petrov,1984-09-08,renault,Accident,133.0,23694.16091954023
20705,352,24,10,17,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,3,liuzzi,1980-08-06,force_india,Accident,60.0,27402.878048780487
20706,352,810,166,21,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,22,grassi,1984-08-11,virgin,Suspension,0.0,
20707,353,4,6,3,1,1,25.0,55,2:48:20.810,10100810,42,1,1:50.257,183.335,1,alonso,1981-07-29,ferrari,Finished,374.0,69458.58670520231
20708,353,1,1,4,2,2,18.0,55,+14.999,10115809,42,3,1:50.430,183.048,1,hamilton,1985-01-07,mclaren,Finished,399.0,74893.54398148147
20709,353,13,6,6,3,3,15.0,55,+30.868,10131678,44,4,1:50.502,182.928,1,massa,1981-04-25,ferrari,Finished,374.0,48945.787301587305
20710,353,30,131,9,4,4,12.0,55,+39.688,10140498,43,8,1:51.835,180.748,1,michael_schumacher,1969-01-03,mercedes,Finished,188.0,22541.644444444446
20711,353,9,4,8,5,5,10.0,55,+47.734,10148544,45,7,1:51.604,181.122,1,kubica,1984-12-07,renault,Finished,143.0,24428.738095238095
20712,353,24,10,17,6,6,8.0,55,+53.571,10154381,45,5,1:51.371,181.501,1,liuzzi,1980-08-06,force_india,Finished,68.0,27402.878048780487
20713,353,22,3,10,7,7,6.0,55,+1:09.257,10170067,45,6,1:51.564,181.187,1,barrichello,1972-05-23,williams,Finished,65.0,24617.02
20714,353,155,15,12,8,8,4.0,55,+1:17.889,10178699,42,14,1:53.086,178.748,1,kobayashi,1986-09-13,sauber,Finished,43.0,34831.495327102806
20715,353,2,15,13,9,9,2.0,55,+1:20.107,10180917,42,15,1:53.263,178.469,1,heidfeld,1977-05-10,sauber,Finished,43.0,22933.32
20716,353,807,3,11,10,10,1.0,55,+1:20.851,10181661,43,10,1:51.982,180.511,1,hulkenberg,1987-08-19,williams,Finished,65.0,51561.82006920415
20717,353,153,5,15,11,11,0.0,55,+1:24.146,10184956,43,9,1:51.962,180.543,1,alguersuari,1990-03-23,toro_rosso,Finished,11.0,23862.3488372093
20718,353,18,1,7,12,12,0.0,55,+1:29.939,10190749,42,11,1:52.193,180.171,1,button,1980-01-19,mclaren,Finished,399.0,45562.598455598454
20719,353,5,205,21,13,13,0.0,54,\N,\N,43,16,1:55.018,175.746,11,kovalainen,1981-10-19,lotus_racing,+1 Lap,0.0,24608.666666666668
20720,353,811,164,24,14,14,0.0,53,\N,\N,30,20,1:59.290,169.452,12,bruno_senna,1983-10-15,hrt,+2 Laps,0.0,23938.55737704918
20721,353,29,164,23,15,15,0.0,53,\N,\N,36,19,1:58.313,170.851,12,yamamoto,1982-07-09,hrt,+2 Laps,0.0,
20722,353,16,10,14,\N,16,0.0,46,\N,\N,40,12,1:52.601,179.518,4,sutil,1983-01-11,force_india,Collision,68.0,34640.10743801653
20723,353,20,9,1,\N,17,0.0,45,\N,\N,44,2,1:50.375,183.139,5,vettel,1987-07-03,red_bull,Engine,426.0,71738.98139534883
20724,353,808,4,20,\N,18,0.0,39,\N,\N,39,13,1:53.031,178.835,3,petrov,1984-09-08,renault,Accident,143.0,23694.16091954023
20725,353,10,166,19,\N,19,0.0,31,\N,\N,29,18,1:58.102,171.157,4,glock,1982-03-18,virgin,Collision,0.0,23743.946666666667
20726,353,67,5,16,\N,20,0.0,30,\N,\N,27,17,1:56.768,173.112,4,buemi,1988-10-31,toro_rosso,Collision,11.0,24024.317073170732
20727,353,810,166,22,\N,21,0.0,25,\N,\N,25,23,2:02.635,164.830,3,grassi,1984-08-11,virgin,Accident,0.0,
20728,353,15,205,18,\N,22,0.0,25,\N,\N,20,24,2:05.161,161.503,9,trulli,1974-07-13,lotus_racing,Hydraulics,0.0,25106.5
20729,353,17,9,2,\N,23,0.0,18,\N,\N,18,21,2:00.025,168.414,3,webber,1976-08-27,red_bull,Accident,426.0,23556.549295774646
20730,353,3,131,5,\N,24,0.0,18,\N,\N,18,22,2:00.652,167.539,4,rosberg,1985-06-27,mercedes,Collision,188.0,49760.69076305221
20731,354,20,9,2,1,1,25.0,71,1:33:11.803,5591803,70,6,1:14.283,208.828,1,vettel,1987-07-03,red_bull,Finished,469.0,71738.98139534883
20732,354,17,9,3,2,2,18.0,71,+4.243,5596046,69,4,1:14.047,209.493,1,webber,1976-08-27,red_bull,Finished,469.0,23556.549295774646
20733,354,4,6,5,3,3,15.0,71,+6.807,5598610,67,2,1:13.855,210.038,1,alonso,1981-07-29,ferrari,Finished,389.0,69458.58670520231
20734,354,1,1,4,4,4,12.0,71,+14.634,5606437,66,1,1:13.851,210.049,1,hamilton,1985-01-07,mclaren,Finished,421.0,74893.54398148147
20735,354,18,1,11,5,5,10.0,71,+15.593,5607396,71,3,1:13.932,209.819,1,button,1980-01-19,mclaren,Finished,421.0,45562.598455598454
20736,354,3,131,13,6,6,8.0,71,+35.320,5627123,65,5,1:14.184,209.107,1,rosberg,1985-06-27,mercedes,Finished,202.0,49760.69076305221
20737,354,30,131,8,7,7,6.0,71,+43.456,5635259,71,12,1:15.219,206.229,1,michael_schumacher,1969-01-03,mercedes,Finished,202.0,22541.644444444446
20738,354,807,3,1,8,8,4.0,70,\N,\N,70,8,1:14.985,206.873,11,hulkenberg,1987-08-19,williams,+1 Lap,69.0,51561.82006920415
20739,354,9,4,7,9,9,2.0,70,\N,\N,61,11,1:15.161,206.388,11,kubica,1984-12-07,renault,+1 Lap,145.0,24428.738095238095
20740,354,155,15,12,10,10,1.0,70,\N,\N,65,7,1:14.748,207.529,11,kobayashi,1986-09-13,sauber,+1 Lap,44.0,34831.495327102806
20741,354,153,5,14,11,11,0.0,70,\N,\N,68,16,1:15.695,204.932,11,alguersuari,1990-03-23,toro_rosso,+1 Lap,11.0,23862.3488372093
20742,354,16,10,22,12,12,0.0,70,\N,\N,64,9,1:14.997,206.840,11,sutil,1983-01-11,force_india,+1 Lap,68.0,34640.10743801653
20743,354,67,5,19,13,13,0.0,70,\N,\N,69,17,1:15.935,204.285,11,buemi,1988-10-31,toro_rosso,+1 Lap,11.0,24024.317073170732
20744,354,22,3,6,14,14,0.0,70,\N,\N,69,13,1:15.227,206.207,11,barrichello,1972-05-23,williams,+1 Lap,69.0,24617.02
20745,354,13,6,9,15,15,0.0,70,\N,\N,69,14,1:15.330,205.925,11,massa,1981-04-25,ferrari,+1 Lap,389.0,48945.787301587305
20746,354,808,4,10,16,16,0.0,70,\N,\N,70,15,1:15.485,205.503,11,petrov,1984-09-08,renault,+1 Lap,145.0,23694.16091954023
20747,354,2,15,15,17,17,0.0,70,\N,\N,68,10,1:15.068,206.644,11,heidfeld,1977-05-10,sauber,+1 Lap,44.0,22933.32
20748,354,5,205,20,18,18,0.0,69,\N,\N,69,20,1:17.161,201.039,12,kovalainen,1981-10-19,lotus_racing,+2 Laps,0.0,24608.666666666668
20749,354,15,205,18,19,19,0.0,69,\N,\N,69,21,1:17.316,200.636,12,trulli,1974-07-13,lotus_racing,+2 Laps,0.0,25106.5
20750,354,10,166,17,20,20,0.0,69,\N,\N,66,23,1:17.695,199.657,12,glock,1982-03-18,virgin,+2 Laps,0.0,23743.946666666667
20751,354,811,164,24,21,21,0.0,69,\N,\N,66,24,1:17.731,199.565,12,bruno_senna,1983-10-15,hrt,+2 Laps,0.0,23938.55737704918
20752,354,32,164,23,22,22,0.0,65,\N,\N,63,22,1:17.690,199.670,16,klien,1983-02-07,hrt,+6 Laps,0.0,
20753,354,810,166,21,\N,23,0.0,62,\N,\N,60,18,1:16.767,202.071,19,grassi,1984-08-11,virgin,+9 Laps,0.0,
20754,354,24,10,16,\N,24,0.0,49,\N,\N,37,19,1:16.940,201.616,3,liuzzi,1980-08-06,force_india,Accident,68.0,27402.878048780487
20755,355,20,9,1,1,1,25.0,55,1:39:36.837,5976837,50,4,1:41.739,196.526,1,vettel,1987-07-03,red_bull,Finished,498.0,71738.98139534883
20756,355,1,1,2,2,2,18.0,55,+10.162,5986999,47,1,1:41.274,197.428,1,hamilton,1985-01-07,mclaren,Finished,454.0,74893.54398148147
20757,355,18,1,4,3,3,15.0,55,+11.047,5987884,48,2,1:41.636,196.725,1,button,1980-01-19,mclaren,Finished,454.0,45562.598455598454
20758,355,3,131,9,4,4,12.0,55,+30.747,6007584,52,3,1:41.711,196.580,1,rosberg,1985-06-27,mercedes,Finished,214.0,49760.69076305221
20759,355,9,4,11,5,5,10.0,55,+39.026,6015863,51,5,1:41.753,196.499,1,kubica,1984-12-07,renault,Finished,163.0,24428.738095238095
20760,355,808,4,10,6,6,8.0,55,+43.520,6020357,52,8,1:42.311,195.427,1,petrov,1984-09-08,renault,Finished,163.0,23694.16091954023
20761,355,4,6,3,7,7,6.0,55,+43.797,6020634,52,7,1:42.227,195.588,1,alonso,1981-07-29,ferrari,Finished,396.0,69458.58670520231
20762,355,17,9,5,8,8,4.0,55,+44.243,6021080,52,6,1:42.196,195.647,1,webber,1976-08-27,red_bull,Finished,498.0,23556.549295774646
20763,355,153,5,17,9,9,2.0,55,+50.201,6027038,49,15,1:42.727,194.636,1,alguersuari,1990-03-23,toro_rosso,Finished,13.0,23862.3488372093
20764,355,13,6,6,10,10,1.0,55,+50.868,6027705,52,14,1:42.725,194.640,1,massa,1981-04-25,ferrari,Finished,396.0,48945.787301587305
20765,355,2,15,14,11,11,0.0,55,+51.551,6028388,52,12,1:42.673,194.738,1,heidfeld,1977-05-10,sauber,Finished,44.0,22933.32
20766,355,22,3,7,12,12,0.0,55,+57.686,6034523,50,11,1:42.669,194.746,1,barrichello,1972-05-23,williams,Finished,69.0,24617.02
20767,355,16,10,13,13,13,0.0,55,+58.325,6035162,52,13,1:42.695,194.696,1,sutil,1983-01-11,force_india,Finished,68.0,34640.10743801653
20768,355,155,15,12,14,14,0.0,55,+59.558,6036395,53,16,1:42.733,194.624,1,kobayashi,1986-09-13,sauber,Finished,44.0,34831.495327102806
20769,355,67,5,18,15,15,0.0,55,+1:03.178,6040015,50,10,1:42.573,194.928,1,buemi,1988-10-31,toro_rosso,Finished,13.0,24024.317073170732
20770,355,807,3,15,16,16,0.0,55,+1:04.763,6041600,51,9,1:42.397,195.263,1,hulkenberg,1987-08-19,williams,Finished,69.0,51561.82006920415
20771,355,5,205,20,17,17,0.0,54,\N,\N,52,17,1:45.378,189.739,11,kovalainen,1981-10-19,lotus_racing,+1 Lap,0.0,24608.666666666668
20772,355,810,166,22,18,18,0.0,53,\N,\N,50,19,1:46.126,188.402,12,grassi,1984-08-11,virgin,+2 Laps,0.0,
20773,355,811,164,23,19,19,0.0,53,\N,\N,52,20,1:46.255,188.173,12,bruno_senna,1983-10-15,hrt,+2 Laps,0.0,23938.55737704918
20774,355,32,164,24,20,20,0.0,53,\N,\N,44,21,1:46.646,187.483,12,klien,1983-02-07,hrt,+2 Laps,0.0,
20775,355,15,205,19,21,21,0.0,51,\N,\N,42,18,1:45.979,188.663,65,trulli,1974-07-13,lotus_racing,Rear wing,0.0,25106.5
20776,355,10,166,21,\N,22,0.0,43,\N,\N,39,22,1:46.837,187.148,6,glock,1982-03-18,virgin,Gearbox,0.0,23743.946666666667
20777,355,30,131,8,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,4,michael_schumacher,1969-01-03,mercedes,Collision,214.0,22541.644444444446
20778,355,24,10,16,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,4,liuzzi,1980-08-06,force_india,Collision,68.0,27402.878048780487
20779,841,20,9,1,1,1,25.0,58,1:29:30.259,5370259,44,4,1:29.844,212.488,1,vettel,1987-07-03,red_bull,Finished,35.0,71738.98139534883
20780,841,1,1,2,2,2,18.0,58,+22.297,5392556,41,8,1:30.314,211.382,1,hamilton,1985-01-07,mclaren,Finished,26.0,74893.54398148147
20781,841,808,4,6,3,3,15.0,58,+30.560,5400819,55,7,1:30.064,211.969,1,petrov,1984-09-08,renault,Finished,15.0,23694.16091954023
20782,841,4,6,5,4,4,12.0,58,+31.772,5402031,49,2,1:29.487,213.336,1,alonso,1981-07-29,ferrari,Finished,18.0,69458.58670520231
20783,841,17,9,3,5,5,10.0,58,+38.171,5408430,50,3,1:29.600,213.066,1,webber,1976-08-27,red_bull,Finished,35.0,23556.549295774646
20784,841,18,1,4,6,6,8.0,58,+54.304,5424563,49,5,1:29.883,212.396,1,button,1980-01-19,mclaren,Finished,26.0,45562.598455598454
20785,841,13,6,8,7,7,6.0,58,+1:25.186,5455445,55,1,1:28.947,214.631,1,massa,1981-04-25,ferrari,Finished,18.0,48945.787301587305
20786,841,67,5,10,8,8,4.0,57,\N,\N,44,11,1:30.836,210.167,11,buemi,1988-10-31,toro_rosso,+1 Lap,4.0,24024.317073170732
20787,841,16,10,16,9,9,2.0,57,\N,\N,55,13,1:31.526,208.583,11,sutil,1983-01-11,force_india,+1 Lap,3.0,34640.10743801653
20788,841,814,10,14,10,10,1.0,57,\N,\N,40,14,1:31.941,207.641,11,resta,1986-04-16,force_india,+1 Lap,3.0,24084.259842519685
20789,841,153,5,12,11,11,0.0,57,\N,\N,41,10,1:30.467,211.025,11,alguersuari,1990-03-23,toro_rosso,+1 Lap,4.0,23862.3488372093
20790,841,2,4,18,12,12,0.0,57,\N,\N,43,15,1:32.377,206.661,11,heidfeld,1977-05-10,renault,+1 Lap,15.0,22933.32
20791,841,15,205,20,13,13,0.0,56,\N,\N,52,16,1:32.550,206.275,12,trulli,1974-07-13,lotus_racing,+2 Laps,0.0,25106.5
20792,841,816,166,22,14,14,0.0,54,\N,\N,44,19,1:34.523,201.969,14,ambrosio,1985-12-27,virgin,+4 Laps,0.0,24838.52380952381
20793,841,10,166,21,\N,15,0.0,49,\N,\N,48,22,1:35.789,199.300,19,glock,1982-03-18,virgin,+9 Laps,0.0,23743.946666666667
20794,841,22,3,17,\N,16,0.0,48,\N,\N,47,12,1:31.404,208.861,7,barrichello,1972-05-23,williams,Transmission,0.0,24617.02
20795,841,3,131,7,\N,17,0.0,22,\N,\N,21,17,1:33.503,204.173,4,rosberg,1985-06-27,mercedes,Collision,0.0,49760.69076305221
20796,841,5,205,19,\N,18,0.0,19,\N,\N,19,20,1:34.918,201.129,47,kovalainen,1981-10-19,lotus_racing,Water leak,0.0,24608.666666666668
20797,841,30,131,11,\N,19,0.0,19,\N,\N,13,21,1:35.319,200.283,4,michael_schumacher,1969-01-03,mercedes,Collision,0.0,22541.644444444446
20798,841,813,3,15,\N,20,0.0,9,\N,\N,7,18,1:34.102,202.873,7,maldonado,1985-03-09,williams,Transmission,0.0,30241.158974358976
20799,841,155,15,9,\N,21,0.0,58,\N,\N,51,9,1:30.384,211.218,2,kobayashi,1986-09-13,sauber,Disqualified,,34831.495327102806
20800,841,815,15,13,\N,22,0.0,58,\N,\N,39,6,1:29.962,212.209,2,perez,1990-01-26,sauber,Disqualified,,74356.86215538847
20801,842,20,9,1,1,1,25.0,56,1:37:39.832,5859832,33,6,1:41.539,196.523,1,vettel,1987-07-03,red_bull,Finished,72.0,71738.98139534883
20802,842,18,1,4,2,2,18.0,56,+3.261,5863093,50,4,1:41.264,197.057,1,button,1980-01-19,mclaren,Finished,48.0,45562.598455598454
20803,842,2,4,6,3,3,15.0,56,+25.075,5884907,47,7,1:41.547,196.508,1,heidfeld,1977-05-10,renault,Finished,30.0,22933.32
20804,842,17,9,3,4,4,12.0,56,+26.384,5886216,46,1,1:40.571,198.415,1,webber,1976-08-27,red_bull,Finished,72.0,23556.549295774646
20805,842,13,6,7,5,5,10.0,56,+36.958,5896790,41,9,1:41.999,195.637,1,massa,1981-04-25,ferrari,Finished,36.0,48945.787301587305
20806,842,4,6,5,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,1,alonso,1981-07-29,ferrari,Finished,36.0,69458.58670520231
20807,842,155,15,10,7,7,6.0,56,+1:06.439,5926271,39,10,1:42.095,195.453,1,kobayashi,1986-09-13,sauber,Finished,6.0,34831.495327102806
20808,842,1,1,2,8,8,4.0,56,+1:09.957,5929789,54,5,1:41.512,196.575,1,hamilton,1985-01-07,mclaren,Finished,48.0,74893.54398148147
20809,842,30,131,11,9,9,2.0,56,+1:24.896,5944728,45,11,1:42.491,194.698,1,michael_schumacher,1969-01-03,mercedes,Finished,2.0,22541.644444444446
20810,842,814,10,14,10,10,1.0,56,+1:31.563,5951395,48,13,1:42.883,193.956,1,resta,1986-04-16,force_india,Finished,4.0,24084.259842519685
20811,842,16,10,17,11,11,0.0,55,+1:41.379,5961211,34,14,1:42.973,193.786,11,sutil,1983-01-11,force_india,+1 Lap,4.0,34640.10743801653
20812,842,3,131,9,12,12,0.0,55,\N,\N,45,8,1:41.778,196.062,11,rosberg,1985-06-27,mercedes,+1 Lap,2.0,49760.69076305221
20813,842,67,5,12,13,13,0.0,55,\N,\N,36,12,1:42.659,194.379,11,buemi,1988-10-31,toro_rosso,+1 Lap,4.0,24024.317073170732
20814,842,153,5,13,14,14,0.0,55,\N,\N,37,17,1:43.744,192.346,11,alguersuari,1990-03-23,toro_rosso,+1 Lap,4.0,23862.3488372093
20815,842,5,205,19,15,15,0.0,55,\N,\N,43,16,1:43.677,192.470,11,kovalainen,1981-10-19,lotus_racing,+1 Lap,0.0,24608.666666666668
20816,842,10,166,21,16,16,0.0,54,\N,\N,50,20,1:45.357,189.401,12,glock,1982-03-18,virgin,+2 Laps,0.0,23743.946666666667
20817,842,808,4,8,17,17,0.0,52,\N,\N,49,3,1:41.054,197.466,3,petrov,1984-09-08,renault,Accident,30.0,23694.16091954023
20818,842,24,164,23,\N,18,0.0,46,\N,\N,42,23,1:46.521,187.332,88,liuzzi,1980-08-06,hrt,+10 Laps,0.0,27402.878048780487
20819,842,816,166,22,\N,19,0.0,42,\N,\N,41,19,1:45.346,189.421,3,ambrosio,1985-12-27,virgin,Accident,0.0,24838.52380952381
20820,842,15,205,20,\N,20,0.0,31,\N,\N,23,18,1:45.280,189.540,8,trulli,1974-07-13,lotus_racing,Clutch,0.0,25106.5
20821,842,815,15,16,\N,21,0.0,23,\N,\N,19,15,1:43.298,193.177,3,perez,1990-01-26,sauber,Accident,6.0,74356.86215538847
20822,842,22,3,15,\N,22,0.0,22,\N,\N,10,21,1:45.516,189.116,6,barrichello,1972-05-23,williams,Gearbox,0.0,24617.02
20823,842,39,164,24,\N,23,0.0,14,\N,\N,5,24,1:49.385,182.427,128,karthikeyan,1977-01-14,hrt,+42 Laps,0.0,25659.571428571428
20824,842,813,3,18,\N,24,0.0,8,\N,\N,5,22,1:45.689,188.806,129,maldonado,1985-03-09,williams,Engine misfire,0.0,30241.158974358976
20825,843,1,1,3,1,1,25.0,56,1:36:58.226,5818226,48,2,1:40.415,195.424,1,hamilton,1985-01-07,mclaren,Finished,85.0,74893.54398148147
20826,843,20,9,1,2,2,18.0,56,+5.198,5823424,47,8,1:41.321,193.677,1,vettel,1987-07-03,red_bull,Finished,105.0,71738.98139534883
20827,843,17,9,18,3,3,15.0,56,+7.555,5825781,42,1,1:38.993,198.232,1,webber,1976-08-27,red_bull,Finished,105.0,23556.549295774646
20828,843,18,1,2,4,4,12.0,56,+10.000,5828226,39,3,1:40.623,195.021,1,button,1980-01-19,mclaren,Finished,85.0,45562.598455598454
20829,843,3,131,4,5,5,10.0,56,+13.448,5831674,41,5,1:41.166,193.974,1,rosberg,1985-06-27,mercedes,Finished,16.0,49760.69076305221
20830,843,13,6,6,6,6,8.0,56,+15.840,5834066,39,10,1:41.678,192.997,1,massa,1981-04-25,ferrari,Finished,50.0,48945.787301587305
20831,843,4,6,5,7,7,6.0,56,+30.622,5848848,41,15,1:42.070,192.256,1,alonso,1981-07-29,ferrari,Finished,50.0,69458.58670520231
20832,843,30,131,14,8,8,4.0,56,+31.026,5849252,46,6,1:41.215,193.880,1,michael_schumacher,1969-01-03,mercedes,Finished,16.0,22541.644444444446
20833,843,808,4,10,9,9,2.0,56,+57.404,5875630,50,7,1:41.261,193.792,1,petrov,1984-09-08,renault,Finished,32.0,23694.16091954023
20834,843,155,15,13,10,10,1.0,56,+1:03.273,5881499,32,17,1:42.577,191.306,1,kobayashi,1986-09-13,sauber,Finished,7.0,34831.495327102806
20835,843,814,10,8,11,11,0.0,56,+1:08.757,5886983,45,18,1:42.614,191.237,1,resta,1986-04-16,force_india,Finished,4.0,24084.259842519685
20836,843,2,4,16,12,12,0.0,56,+1:12.739,5890965,51,16,1:42.406,191.625,1,heidfeld,1977-05-10,renault,Finished,32.0,22933.32
20837,843,22,3,15,13,13,0.0,56,+1:30.189,5908415,45,13,1:42.031,192.329,1,barrichello,1972-05-23,williams,Finished,0.0,24617.02
20838,843,67,5,9,14,14,0.0,56,+1:30.671,5908897,45,11,1:41.696,192.963,1,buemi,1988-10-31,toro_rosso,Finished,4.0,24024.317073170732
20839,843,16,10,11,15,15,0.0,55,\N,\N,54,4,1:41.157,193.991,11,sutil,1983-01-11,force_india,+1 Lap,4.0,34640.10743801653
20840,843,5,205,19,16,16,0.0,55,\N,\N,45,19,1:42.672,191.129,11,kovalainen,1981-10-19,lotus_racing,+1 Lap,0.0,24608.666666666668
20841,843,815,15,12,17,17,0.0,55,\N,\N,39,9,1:41.643,193.063,11,perez,1990-01-26,sauber,+1 Lap,7.0,74356.86215538847
20842,843,813,3,17,18,18,0.0,55,\N,\N,46,12,1:41.702,192.951,11,maldonado,1985-03-09,williams,+1 Lap,0.0,30241.158974358976
20843,843,15,205,20,19,19,0.0,55,\N,\N,53,14,1:42.052,192.290,11,trulli,1974-07-13,lotus_racing,+1 Lap,0.0,25106.5
20844,843,816,166,21,20,20,0.0,54,\N,\N,45,22,1:44.806,187.237,12,ambrosio,1985-12-27,virgin,+2 Laps,0.0,24838.52380952381
20845,843,10,166,22,21,21,0.0,54,\N,\N,54,21,1:44.381,187.999,12,glock,1982-03-18,virgin,+2 Laps,0.0,23743.946666666667
20846,843,24,164,23,22,22,0.0,54,\N,\N,52,20,1:43.384,189.812,12,liuzzi,1980-08-06,hrt,+2 Laps,0.0,27402.878048780487
20847,843,39,164,24,23,23,0.0,54,\N,\N,41,24,1:46.081,184.986,12,karthikeyan,1977-01-14,hrt,+2 Laps,0.0,25659.571428571428
20848,843,153,5,7,\N,24,0.0,9,\N,\N,5,23,1:45.700,185.653,36,alguersuari,1990-03-23,toro_rosso,Wheel,4.0,23862.3488372093
20849,844,20,9,1,1,1,25.0,58,1:30:17.558,5417558,50,3,1:29.937,213.669,1,vettel,1987-07-03,red_bull,Finished,148.0,71738.98139534883
20850,844,17,9,2,2,2,18.0,58,+8.807,5426365,48,1,1:29.703,214.226,1,webber,1976-08-27,red_bull,Finished,148.0,23556.549295774646
20851,844,4,6,5,3,3,15.0,58,+10.075,5427633,48,6,1:30.279,212.860,1,alonso,1981-07-29,ferrari,Finished,65.0,69458.58670520231
20852,844,1,1,4,4,4,12.0,58,+40.232,5457790,48,4,1:30.108,213.264,1,hamilton,1985-01-07,mclaren,Finished,105.0,74893.54398148147
20853,844,3,131,3,5,5,10.0,58,+47.539,5465097,47,7,1:30.573,212.169,1,rosberg,1985-06-27,mercedes,Finished,26.0,49760.69076305221
20854,844,18,1,6,6,6,8.0,58,+59.431,5476989,47,13,1:31.167,210.786,1,button,1980-01-19,mclaren,Finished,105.0,45562.598455598454
20855,844,2,4,9,7,7,6.0,58,+1:00.857,5478415,52,5,1:30.158,213.145,1,heidfeld,1977-05-10,renault,Finished,42.0,22933.32
20856,844,808,4,7,8,8,4.0,58,+1:08.168,5485726,48,8,1:30.618,212.063,1,petrov,1984-09-08,renault,Finished,42.0,23694.16091954023
20857,844,67,5,16,9,9,2.0,58,+1:09.394,5486952,44,14,1:31.360,210.341,1,buemi,1988-10-31,toro_rosso,Finished,6.0,24024.317073170732
20858,844,155,15,24,10,10,1.0,58,+1:18.021,5495579,45,10,1:31.038,211.085,1,kobayashi,1986-09-13,sauber,Finished,8.0,34831.495327102806
20859,844,13,6,10,11,11,0.0,58,+1:19.823,5497381,57,11,1:31.118,210.900,1,massa,1981-04-25,ferrari,Finished,65.0,48945.787301587305
20860,844,30,131,8,12,12,0.0,58,+1:25.444,5503002,47,12,1:31.153,210.819,1,michael_schumacher,1969-01-03,mercedes,Finished,26.0,22541.644444444446
20861,844,16,10,12,13,13,0.0,57,\N,\N,43,16,1:32.070,208.719,11,sutil,1983-01-11,force_india,+1 Lap,4.0,34640.10743801653
20862,844,815,15,15,14,14,0.0,57,\N,\N,46,9,1:30.797,211.645,11,perez,1990-01-26,sauber,+1 Lap,8.0,74356.86215538847
20863,844,22,3,11,15,15,0.0,57,\N,\N,46,17,1:32.079,208.699,11,barrichello,1972-05-23,williams,+1 Lap,0.0,24617.02
20864,844,153,5,17,16,16,0.0,57,\N,\N,57,2,1:29.894,213.771,11,alguersuari,1990-03-23,toro_rosso,+1 Lap,6.0,23862.3488372093
20865,844,813,3,14,17,17,0.0,57,\N,\N,44,15,1:32.044,208.778,11,maldonado,1985-03-09,williams,+1 Lap,0.0,30241.158974358976
20866,844,15,205,19,18,18,0.0,57,\N,\N,49,20,1:32.862,206.939,11,trulli,1974-07-13,lotus_racing,+1 Lap,0.0,25106.5
20867,844,5,205,18,19,19,0.0,56,\N,\N,55,19,1:32.695,207.312,12,kovalainen,1981-10-19,lotus_racing,+2 Laps,0.0,24608.666666666668
20868,844,816,166,23,20,20,0.0,56,\N,\N,55,23,1:34.971,202.343,12,ambrosio,1985-12-27,virgin,+2 Laps,0.0,24838.52380952381
20869,844,39,164,22,21,21,0.0,55,\N,\N,51,21,1:33.948,204.547,13,karthikeyan,1977-01-14,hrt,+3 Laps,0.0,25659.571428571428
20870,844,24,164,20,22,22,0.0,53,\N,\N,41,22,1:34.699,202.925,15,liuzzi,1980-08-06,hrt,+5 Laps,0.0,27402.878048780487
20871,844,814,10,13,\N,23,0.0,44,\N,\N,40,18,1:32.519,207.706,31,resta,1986-04-16,force_india,Retired,4.0,24084.259842519685
20872,844,10,166,21,\N,24,0.0,0,\N,\N,\N,0,\N,\N,6,glock,1982-03-18,virgin,Gearbox,0.0,23743.946666666667
20873,845,20,9,2,1,1,25.0,66,1:39:03.301,5943301,60,4,1:27.162,192.262,1,vettel,1987-07-03,red_bull,Finished,185.0,71738.98139534883
20874,845,1,1,3,2,2,18.0,66,+0.630,5943931,52,1,1:26.727,193.227,1,hamilton,1985-01-07,mclaren,Finished,138.0,74893.54398148147
20875,845,18,1,5,3,3,15.0,66,+35.697,5978998,63,7,1:27.518,191.480,1,button,1980-01-19,mclaren,Finished,138.0,45562.598455598454
20876,845,17,9,1,4,4,12.0,66,+47.966,5991267,50,5,1:27.187,192.207,1,webber,1976-08-27,red_bull,Finished,185.0,23556.549295774646
20877,845,4,6,4,5,5,10.0,65,\N,\N,22,9,1:28.737,188.850,11,alonso,1981-07-29,ferrari,+1 Lap,75.0,69458.58670520231
20878,845,30,131,10,6,6,8.0,65,\N,\N,34,15,1:29.463,187.317,11,michael_schumacher,1969-01-03,mercedes,+1 Lap,40.0,22541.644444444446
